ID,Name,Sex,Age,Height,Weight,Team,NOC,Year,City,Sport,Medal
27607,Vladimir Gennadyevich Denisov,M,29.0,173.0,64.0,Soviet Union,URS,1976,Montreal,Fencing,Bronze
54255,Otto Jemelka,M,,,,Czechoslovakia,TCH,1948,London,Modern Pentathlon,Gold
113398,Sandrine Soubeyrand,F,38.0,173.0,59.0,France,FRA,2012,London,Football,Silver
53178,Lindsey Jacobellis,F,28.0,168.0,64.0,United States,USA,2014,Sochi,Snowboarding,Silver
85740,Nguyn Tin Trung,M,18.0,176.0,64.0,Vietnam,VIE,1980,Moskva,Shooting,Bronze
89422,Orgodolyn itmen,M,27.0,175.0,82.0,Mongolia,MGL,2016,Rio de Janeiro,Wrestling,Gold
37984,Sandra Gal,F,31.0,183.0,70.0,Germany,GER,2016,Rio de Janeiro,Golf,Bronze
88913,Reno Bent Olsen,M,25.0,173.0,70.0,Denmark,DEN,1972,Munich,Cycling,Bronze
71127,Vasyl Anatoliyovich Lomachenko,M,20.0,170.0,60.0,Ukraine,UKR,2008,Beijing,Boxing,Silver
35177,Jrg Fiedler,M,26.0,193.0,89.0,Germany,GER,2004,Athina,Fencing,Silver
64297,Mirjana Krsti,F,24.0,173.0,65.0,Yugoslavia,YUG,1988,Seoul,Handball,Bronze
53718,Paulius Janknas,M,32.0,205.0,105.0,Lithuania,LTU,2016,Rio de Janeiro,Basketball,Bronze
132602,Simeon Yankov,M,25.0,,,Bulgaria,BUL,1924,Paris,Football,Gold
130307,Charles Wiggers,M,,,,Belgium,BEL,1920,Antwerpen,Athletics,Silver
89671,Sonia O'Sullivan,F,26.0,175.0,55.0,Ireland,IRL,1996,Atlanta,Athletics,Bronze
28485,Jacqueline Dieudonn (Baillergeau-),F,27.0,160.0,54.0,France,FRA,1960,Roma,Gymnastics,Silver
11619,Bino Bini,M,24.0,,,Italy,ITA,1924,Paris,Fencing,Gold
73426,Jos Ricardo Magnani,M,23.0,,,Brazil,BRA,1936,Berlin,Cycling,Gold
92510,"Michael ""Mike"" Pearman",M,23.0,170.0,82.0,Great Britain,GBR,1964,,Weightlifting,Gold
127259,Stanislav Valentinovich Volzhentsev,M,28.0,185.0,77.0,Russia,RUS,2014,Sochi,Cross Country Skiing,Bronze
92958,Tefilo Pea Dilone,M,25.0,,,Dominican Republic,DOM,1992,Barcelona,Baseball,Silver
2640,runn Alfresdttir,F,15.0,,,Iceland,ISL,1976,Montreal,Swimming,Gold
74902,Yusra Mardini,F,18.0,157.0,53.0,Refugee Olympic Athletes,ROT,2016,Rio de Janeiro,Swimming,Gold
105167,Francisco Demetrio Snchez Betancourd,M,24.0,190.0,90.0,Venezuela,VEN,2000,Sydney,Swimming,Silver
63212,Nada Kotluek,F,22.0,178.0,73.0,Yugoslavia,YUG,1956,Melbourne,Athletics,Gold
59592,Alfred Kieffer,M,20.0,,,Luxembourg,LUX,1924,Paris,Football,Silver
77888,Charles Herbert McMurtrie,M,29.0,,,Australasia,ANZ,1908,,Rugby,Silver
90059,Newfel Ouatah,M,22.0,200.0,97.0,Algeria,ALG,2008,,Boxing,Silver
5359,Alejandro Arteche Zurinaga,M,25.0,,,Spain,ESP,1948,London,Boxing,Gold
7589,Melanie Louise Banville,F,17.0,158.0,52.0,Canada,CAN,2004,Athina,Gymnastics,Silver
37330,Willi Frommelt,M,23.0,180.0,78.0,Liechtenstein,LIE,1976,Innsbruck,Alpine Skiing,Bronze
87833,Hugues Obry,M,27.0,185.0,75.0,France,FRA,2000,Sydney,Fencing,Gold
59850,Kim Dong-Seong,M,22.0,172.0,67.0,South Korea,KOR,2002,Salt Lake City,Short Track Speed Skating,Silver
112292,"Janice Marie ""Jan"" Smith",F,18.0,169.0,66.0,United States,USA,1964,Innsbruck,Speed Skating,Bronze
70205,"Johann ""Hans"" Lindner",M,29.0,189.0,110.0,Austria,AUT,1988,Seoul,Athletics,Gold
134555,Zhang Weigang,M,27.0,176.0,73.0,China,CHN,1988,Seoul,Shooting,Gold
104829,Oleksandr Petrovych Salnykov,M,31.0,197.0,87.0,Soviet Union,URS,1980,Moskva,Basketball,Bronze
87106,Ilona Novk (-Popper),F,27.0,,,Hungary,HUN,1952,Helsinki,Swimming,Silver
36752,Gert Frank,M,20.0,176.0,71.0,Denmark,DEN,1976,,Cycling,Bronze
63054,"David William ""Dave"" Kosoof",M,30.0,175.0,80.0,New Zealand,NZL,2008,Beijing,Hockey,Gold
75280,Ral Lorenzo Maroto Lpez,M,23.0,190.0,76.0,Spain,ESP,1988,Seoul,Fencing,Bronze
82019,"David ""Dave"" Morgan",M,19.0,172.0,82.0,Great Britain,GBR,1984,Los Angeles,Weightlifting,Gold
103657,Mathias Rusterholz,M,24.0,183.0,71.0,Switzerland,SUI,1996,Atlanta,Athletics,Silver
54467,Martina Jentsch,F,20.0,161.0,52.0,East Germany,GDR,1988,Seoul,Gymnastics,Bronze
1251,Karel Aguilar Chacn,M,28.0,175.0,85.0,Cuba,CUB,2008,Beijing,Canoeing,Gold
7063,"William Helmer ""Bill"" Bakke",M,21.0,178.0,75.0,United States,USA,1968,Grenoble,Ski Jumping,Gold
74576,Martti Mansikka,M,23.0,169.0,70.0,Finland,FIN,1956,Melbourne,Gymnastics,Bronze
66993,Sndor Ferenc Lszl,M,27.0,175.0,64.0,Hungary,HUN,1952,Helsinki,Athletics,Gold
71185,Axel Fredrik Londen,M,52.0,,,Finland,FIN,1912,Stockholm,Shooting,Gold
27685,"Charles ""Charlie"" Depthios",M,28.0,154.0,51.0,Indonesia,INA,1968,Mexico City,Weightlifting,Silver
97175,Nadiya Ivanivna Prokopuk-Borovska,F,31.0,163.0,50.0,Ukraine,UKR,2012,London,Athletics,Silver
13708,Eva Boskov-Vchtov (-Hlavkov),F,20.0,162.0,59.0,Czechoslovakia,TCH,1952,Helsinki,Gymnastics,Silver
131822,Wu Tao-Yan,M,25.0,164.0,60.0,Chinese Taipei,TPE,1960,Roma,Shooting,Gold
67711,Valrie Leclerc,F,19.0,165.0,55.0,France,FRA,1980,Moskva,Canoeing,Gold
102217,Russel Ward Roman,M,29.0,175.0,67.0,Palau,PLW,2004,Athina,Athletics,Silver
19138,Fernando Cavallini,M,19.0,,,Italy,ITA,1912,Stockholm,Fencing,Bronze
83520,"Francis ""Frank"" Murphy",M,21.0,183.0,70.0,Ireland,IRL,1968,Mexico City,Athletics,Bronze
99409,"Rebori, Wentworth & Dewey",M,,,,United States,USA,1928,Amsterdam,Art Competitions,Bronze
124877,Dominique Van Roost (Monami-),F,27.0,171.0,56.0,Belgium,BEL,2000,Sydney,Tennis,Bronze
120233,Gianluca Tiberti,M,21.0,176.0,72.0,Italy,ITA,1988,Seoul,Modern Pentathlon,Bronze
114037,Henryk Antoni rednicki,M,21.0,160.0,51.0,Poland,POL,1976,Montreal,Boxing,Silver
81615,"Donald Andrew ""Andy"" Moog",M,27.0,175.0,77.0,Canada,CAN,1988,Calgary,Ice Hockey,Gold
83932,Galle Mys,F,20.0,156.0,50.0,Belgium,BEL,2012,London,Gymnastics,Silver
46675,Jan Hauser,M,25.0,187.0,80.0,Switzerland,SUI,2010,Vancouver,Curling,Bronze
61330,Yana Oleksandrivna Klochkova,F,22.0,182.0,70.0,Ukraine,UKR,2004,Athina,Swimming,Bronze
34148,"Partick James ""Pat"" Farrell",M,,,,Canada,CAN,1932,Los Angeles,Fencing,Gold
69875,Thomas Hugh Lilley,M,24.0,170.0,61.0,United States,USA,1912,Stockholm,Athletics,Gold
88152,Naoyuki Ogawa,M,34.0,,,Japan,JPN,1988,Seoul,Sailing,Silver
18829,Gustav Casmir,M,31.0,,,Germany,GER,1906,Athina,Fencing,Gold
102311,Flix Romero Conill,M,28.0,186.0,82.0,Cuba,CUB,2000,Sydney,Handball,Gold
106825,Heinrich Schiebel,M,21.0,,,Austria,AUT,1948,London,Cycling,Gold
7441,iril Ban,M,26.0,,,Yugoslavia,YUG,1936,Berlin,Rowing,Gold
82622,Andr Mourlon,M,24.0,166.0,,France,FRA,1928,Amsterdam,Athletics,Bronze
4833,Jos Roberto Diiz Aranha,M,17.0,191.0,82.0,Brazil,BRA,1968,Mexico City,Swimming,Gold
117449,Maria Szekeli,F,19.0,151.0,51.0,Romania,ROU,1960,Roma,Canoeing,Gold
8000,Harry Leonard Barnsley,M,19.0,,,Great Britain,GBR,1924,Paris,Rowing,Bronze
44440,Manfred Haake,M,24.0,186.0,86.0,East Germany,GDR,1968,Mexico City,Rowing,Silver
29433,"Terene Eva ""Terry"" Donovan",F,39.0,157.0,53.0,Australia,AUS,1984,Los Angeles,Archery,Bronze
1356,Christian Ahlmann,M,37.0,189.0,80.0,Germany,GER,2012,London,Equestrianism,Silver
119889,Camille Marie Thompson,F,24.0,190.0,81.0,Canada,CAN,1996,Atlanta,Basketball,Bronze
135063,Tamer Hamed Ali Zinhom Muhammad,M,22.0,190.0,80.0,Egypt,EGY,1996,Atlanta,Swimming,Gold
79178,Herman Meyboom,M,22.0,,,Belgium,BEL,1912,Stockholm,Water Polo,Bronze
102201,Ada Nabila Romn Arroyo,F,28.0,169.0,64.0,Mexico,MEX,2016,Rio de Janeiro,Archery,Silver
59230,Phupu Lamu Khatri,F,19.0,163.0,63.0,Nepal,NEP,2016,Rio de Janeiro,Judo,Silver
903,Carolyn Adel,F,17.0,163.0,52.0,Suriname,SUR,1996,Atlanta,Swimming,Bronze
132168,Brigitte Yage Enrique,F,23.0,162.0,49.0,Spain,ESP,2004,Athina,Taekwondo,Gold
35139,"Nicola ""Nikki"" Fibbens",F,20.0,173.0,61.0,Great Britain,GBR,1984,Los Angeles,Swimming,Gold
88412,Hideo Okamoto,M,24.0,177.0,73.0,Japan,JPN,1972,Munich,Rowing,Silver
124204,"Alexander Hendrik Willem ""Lex"" van Blijenburgh",M,28.0,,,Netherlands,NED,1906,,Fencing,Silver
247,El-Hachemi Abdenouz,M,24.0,170.0,63.0,Algeria,ALG,1980,Moskva,Athletics,Bronze
130873,Nicola Wilson,F,35.0,177.0,64.0,Great Britain,GBR,2012,London,Equestrianism,Bronze
27791,Svetlana Deshevykh,F,27.0,158.0,54.0,Kazakhstan,KAZ,1998,Nagano,Cross Country Skiing,Bronze
34138,Thomas Fionbarr Farrell,M,23.0,175.0,70.0,Ireland,IRL,1968,Mexico City,Fencing,Bronze
78699,Eduardo Menezes,M,36.0,193.0,84.0,Brazil,BRA,2016,Rio de Janeiro,Equestrianism,Silver
29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gold
81712,Pedro Valentn Mora Marin,M,20.0,180.0,76.0,Spain,ESP,1968,,Football,Gold
59625,Karin Josephina Maria Kienhuis,F,29.0,176.0,78.0,Netherlands,NED,2000,Sydney,Judo,Gold
28207,Fabienne Diato-Pasetti,F,38.0,165.0,58.0,Monaco,MON,2004,,Shooting,Bronze
133241,Stuart Ian Laurent Young-Black,M,33.0,193.0,75.0,Canada,CAN,1992,Barcelona,Equestrianism,Bronze
79620,"Athanasios ""Thanasis"" Mikhalopoulos",M,30.0,198.0,87.0,Greece,GRE,2004,Athina,Beach Volleyball,Silver
89471,Yelena Nikolayevna Orlova (Sidorchenkova-),F,32.0,168.0,55.0,Russia,RUS,2012,London,Athletics,Gold
26979,Didier Dfago,M,28.0,184.0,89.0,Switzerland,SUI,2006,Torino,Alpine Skiing,Silver
84745,Eduardo Nava Alcantara,M,20.0,180.0,70.0,Mexico,MEX,1988,Seoul,Athletics,Gold
21040,Choi Mi-Seon,F,20.0,160.0,56.0,South Korea,KOR,2000,Sydney,Gymnastics,Gold
28198,Jos Paulo Barcellos Dias,M,30.0,178.0,80.0,Brazil,BRA,1988,Seoul,Sailing,Bronze
99314,Nika Razinger,F,20.0,163.0,58.0,Slovenia,SLO,2014,Sochi,Cross Country Skiing,Gold
66302,Pedro Landero,M,43.0,,56.0,Philippines,PHI,1956,Melbourne,Weightlifting,Bronze
49824,Robert Percy Hooper,M,17.0,,,Canada,CAN,1936,Berlin,Swimming,Bronze
16295,Spas Bukhalov,M,23.0,186.0,90.0,Bulgaria,BUL,2004,Athina,Athletics,Bronze
96166,Nadezhda Mikhaylovna Popok-Lepeshko,F,27.0,172.0,67.0,Belarus,BLR,2016,Rio de Janeiro,Canoeing,Gold
75267,Attila Marosi,M,23.0,181.0,71.0,Hungary,HUN,2006,Torino,Alpine Skiing,Silver
73607,"Michael G. ""Mike"" Mahovlich",M,28.0,186.0,110.0,Canada,CAN,1988,Seoul,Athletics,Gold
95923,Alena Valentinovna Polozkova,F,21.0,153.0,43.0,Belarus,BLR,2000,Sydney,Gymnastics,Gold
88932,Volodymyr Olshanskiy,M,29.0,170.0,70.0,Ukraine,UKR,2006,Torino,Cross Country Skiing,Silver
25793,"Matthew ""Matt"" Dawson",M,22.0,176.0,66.0,Australia,AUS,2016,,Hockey,Bronze
120127,Gaston Marie Thub,M,35.0,,,Mac Miche,FRA,1912,Stockholm,Sailing,Gold
87223,Weronika Nowakowska (-Ziemniak),F,27.0,158.0,51.0,Poland,POL,2014,Sochi,Biathlon,Bronze
72682,Tetiana Feliksivna Lysenko,F,17.0,,,Unified Team,EUN,1992,Barcelona,Gymnastics,Silver
97196,Marcos Andrs Prono Toanez,M,17.0,,,Paraguay,PAR,1992,Barcelona,Swimming,Gold
123423,Edit Urbn,F,27.0,163.0,65.0,Hungary,HUN,1988,Seoul,Table Tennis,Bronze
44301,Hreiar Lev Gumundsson,M,27.0,193.0,96.0,Iceland,ISL,2008,Beijing,Handball,Gold
112500,Sigrid Smuda (-Frschl),F,20.0,170.0,67.0,West Germany,FRG,1980,,Speed Skating,Gold
112321,Karl Smith,M,24.0,180.0,73.0,Jamaica,JAM,1984,Los Angeles,Athletics,Silver
41158,Eugenia Golea,F,17.0,159.0,43.0,Romania,ROU,1988,Seoul,Gymnastics,Bronze
69269,Mark Anthony Lewis-Francis,M,21.0,183.0,89.0,Great Britain,GBR,2004,Athina,Athletics,Bronze
102987,Alexandre Rousselet,M,29.0,186.0,79.0,France,FRA,2006,Torino,Cross Country Skiing,Gold
19723,Mehar Chand Dhawan,M,,,,India,IND,1932,Los Angeles,Athletics,Bronze
56349,Severo Jess Jurado Lpez,M,27.0,172.0,71.0,Spain,ESP,2016,Rio de Janeiro,Equestrianism,Silver
49701,Martin Honegger,M,32.0,168.0,50.0,Switzerland,SUI,1988,Seoul,Rowing,Bronze
117882,Attila Takcs (-Takach),M,27.0,,,Hungary,HUN,1956,Melbourne,Gymnastics,Gold
99655,Rdiger Reiche,M,21.0,198.0,96.0,East Germany,GDR,1976,Montreal,Rowing,Gold
113705,"Frederick Churchill ""Fred"" Spaulding",M,26.0,175.0,75.0,United States,USA,1992,Barcelona,Canoeing,Gold
127435,Gza von Teleki,M,24.0,,,Hungary,HUN,1936,Berlin,Hockey,Bronze
11889,Annette Bjelkevik,F,27.0,168.0,63.0,Norway,NOR,2006,Torino,Speed Skating,Silver
24532,"Joseph John ""Joe"" Czarnota",M,26.0,,,United States,USA,1952,Oslo,Ice Hockey,Gold
50341,"James Guthrie ""Jim"" Howden",M,22.0,,,Australia,AUS,1956,Melbourne,Rowing,Silver
47016,Ricardo Matias Hber,M,20.0,178.0,76.0,Argentina,ARG,1948,London,Athletics,Silver
12744,Aivars Bogdanovs,M,28.0,173.0,66.0,Latvia,LAT,1994,Lillehammer,Biathlon,Gold
129739,"Izak Cornelis Eric ""Erik"" Wesdorp",M,21.0,187.0,82.0,Netherlands,NED,1968,Mexico City,Rowing,Silver
127236,Tetiana Andrivna Volosozhar,F,23.0,159.0,44.0,Ukraine-1,UKR,2010,Vancouver,Figure Skating,Gold
36610,Jean Frain de la Gaulayrie,M,34.0,,,Virginie,FRA,1952,Helsinki,Sailing,Gold
63231,Daniela Kotschov,F,28.0,174.0,60.0,Slovakia,SVK,2014,Sochi,Cross Country Skiing,Silver
54085,Carlos Alberto Borges Jayme,M,24.0,190.0,90.0,Brazil,BRA,2004,Athina,Swimming,Gold
52425,Mile Isakovi,M,26.0,186.0,78.0,Yugoslavia,YUG,1984,Los Angeles,Handball,Silver
76883,Spyridon Mavrogiorgos,M,,,,Greece,GRE,1936,,Swimming,Silver
117496,Bla (Vojtech-) Szepes (Strauch-),M,20.0,178.0,71.0,Hungary,HUN,1924,Chamonix,Nordic Combined,Bronze
70207,Herbert Lindner,M,23.0,178.0,74.0,Austria,AUT,1976,Montreal,Fencing,Bronze
34801,Dalixia Fernndez Grosset,F,22.0,172.0,68.0,Cuba,CUB,2000,Sydney,Beach Volleyball,Silver
111602,Konstantinos Skarlatos,M,29.0,,,Greece,GRE,1906,Athina,Shooting,Silver
121713,"Friedrich Adolf ""Fritz"" Traun",M,20.0,,,Germany,GER,1896,Athina,Tennis,Bronze
41623,Norberto Gonzlez Miranda,M,24.0,184.0,79.0,Cuba,CUB,2004,Athina,Baseball,Silver
89226,Dismus Onyiego,M,26.0,177.0,58.0,Kenya,KEN,1972,Munich,Shooting,Silver
60062,Kim Jin-Sun,F,23.0,162.0,58.0,South Korea,KOR,1992,Barcelona,Fencing,Gold
72113,Lu,M,,,,France,FRA,1900,Paris,Swimming,Gold
30713,Thomas Dunstan,M,18.0,194.0,96.0,United States,USA,2016,Rio de Janeiro,Water Polo,Bronze
63667,Constantin Jens August Petersen Krage,M,27.0,,,Denmark,DEN,1928,Amsterdam,Art Competitions,Bronze
37854,Witold Rajmund Gadomski,M,20.0,182.0,80.0,Poland,POL,1988,Seoul,Fencing,Silver
5451,Mao Asada,F,23.0,163.0,50.0,Japan,JPN,2014,Sochi,Figure Skating,Silver
41698,Heather Blanche Goodman,F,37.0,,,Great Britain,GBR,1972,,Canoeing,Bronze
128269,James Walsh,M,39.0,178.0,63.0,Ireland,IRL,1988,Seoul,Equestrianism,Silver
116237,Ryuichi Sugiyama,M,23.0,168.0,67.0,Japan,JPN,1964,Tokyo,Football,Bronze
123863,Carlos Valcrcel Daz,M,18.0,165.0,51.0,Puerto Rico,PUR,2000,Sydney,Boxing,Bronze
126566,Alexandro Viligiardi,M,24.0,,,Italy,ITA,1992,Barcelona,Gymnastics,Silver
109253,Nataliya Vitalyevna Shaposhnikova (-Sut),F,19.0,158.0,46.0,Soviet Union,URS,1980,,Gymnastics,Gold
72021,Vincenzo Lucchini,M,47.0,179.0,86.0,Switzerland,SUI,1972,Munich,Shooting,Gold
85812,Freida Nicholls-Davy,F,22.0,167.0,61.0,Barbados,BAR,1972,Munich,Athletics,Gold
65417,Yevgeniya Petrovna Kuznetsova,F,15.0,143.0,36.0,Russia,RUS,1996,Atlanta,Gymnastics,Bronze
111776,Joanna Skowroska,F,18.0,153.0,44.0,Poland,POL,2000,,Gymnastics,Silver
132217,Olga Leonidovna Yakovleva,F,24.0,186.0,78.0,Soviet Union,URS,1988,Seoul,Basketball,Silver
111819,Andrzej Skrzydlewski,M,29.0,180.0,100.0,Poland,POL,1976,Montreal,Wrestling,Bronze
87908,Karina Ocasio Clemente,F,31.0,192.0,76.0,Puerto Rico,PUR,2016,Rio de Janeiro,Volleyball,Bronze
121999,Sabine Trger (-Fuchs),F,25.0,171.0,56.0,Austria,AUT,1992,Barcelona,Athletics,Silver
7812,Tomas Bardauskas,M,25.0,185.0,70.0,Lithuania,LTU,2000,Sydney,Athletics,Silver
7273,Marcel Gerard Balkestein,M,31.0,180.0,77.0,Netherlands,NED,2012,London,Hockey,Bronze
60990,Gran Patric Kjellberg,M,22.0,189.0,94.0,Sweden,SWE,1992,Albertville,Ice Hockey,Bronze
31508,Torri Mechelle Edwards,F,23.0,163.0,57.0,United States,USA,2000,Sydney,Athletics,Gold
103609,Gillian Claire Russell (-Love),F,22.0,169.0,57.0,Jamaica,JAM,1996,Atlanta,Athletics,Gold
103207,Miguel ngel Rubio Anguita,M,25.0,170.0,64.0,Spain,ESP,1992,Barcelona,Gymnastics,Bronze
90841,Charles Palmer,M,38.0,,,Great Britain,GBR,1908,London,Shooting,Bronze
92484,Rowan Ernest Arthur Peacock,M,20.0,183.0,75.0,South Africa,RSA,1960,,Cycling,Bronze
87547,Paul Mauritz Nyman,M,31.0,182.0,77.0,Finland,FIN,1960,Roma,Cycling,Gold
124481,"Cornelia Johanna ""Nel"" van der Voort (-Bosman)",F,20.0,164.0,57.0,Netherlands,NED,1972,Munich,Gymnastics,Bronze
20413,Beatrice Chepkoech Sitonik,F,25.0,170.0,54.0,Kenya,KEN,2016,Rio de Janeiro,Athletics,Bronze
131207,Thomas Woddow,M,23.0,194.0,88.0,Germany,GER,1992,Barcelona,Rowing,Bronze
13280,Georgia Bonora,F,18.0,160.0,49.0,Australia,AUS,2008,Beijing,Gymnastics,Bronze
134065,Mariusz Zasada,M,25.0,176.0,67.0,Poland,POL,1976,Montreal,Gymnastics,Bronze
23103,Sheila Marie Cornell-Douty,F,38.0,175.0,81.0,United States,USA,2000,Sydney,Softball,Silver
102448,Flix Andr Roosemont,M,27.0,,,Belgium,BEL,1952,Helsinki,Basketball,Bronze
51172,Pr Uno Hurtig,M,22.0,188.0,86.0,Sweden,SWE,1980,,Rowing,Gold
42762,"Vincenzo ""Vince"" Grella",M,20.0,182.0,78.0,Australia,AUS,2000,Sydney,Football,Gold
134559,Zhang Wenxiu,F,22.0,183.0,105.0,China,CHN,2008,Beijing,Athletics,Bronze
77710,Robert Tait McKenzie,M,65.0,,,Canada,CAN,1932,Los Angeles,Art Competitions,Bronze
111597,Atle Skrdal,M,27.0,184.0,83.0,Norway,NOR,1994,,Alpine Skiing,Bronze
3402,Maha Amer,F,17.0,165.0,54.0,Egypt,EGY,2016,Rio de Janeiro,Diving,Bronze
83871,Lars Elton Myhre,M,25.0,184.0,88.0,Norway,NOR,2010,Vancouver,Alpine Skiing,Silver
115812,Yuliyan Mikhaylov Strogov,M,20.0,170.0,53.0,Bulgaria,BUL,1992,Barcelona,Boxing,Bronze
4549,Stavroula Antonakou,F,26.0,170.0,57.0,Greece,GRE,2008,Beijing,Water Polo,Gold
129704,Jan Werner,M,22.0,191.0,86.0,Poland,POL,1968,Mexico City,Athletics,Gold
98562,Ahmed Ramadan,M,32.0,166.0,72.0,Egypt,EGY,2004,Athina,Hockey,Silver
119074,Gyrgy Telegdy,M,25.0,188.0,80.0,Hungary,HUN,1952,Helsinki,Basketball,Silver
38073,"Margarita Viktorovna ""Rita"" Galinovskaya",F,36.0,164.0,53.0,Russia,RUS,2004,,Archery,Silver
68807,"Davide Gustavo C. ""David"" Leoni",M,23.0,180.0,74.0,Canada,CAN,2006,Torino,Biathlon,Bronze
102825,Flavio Rota,M,26.0,167.0,59.0,Switzerland,SUI,1992,Barcelona,Gymnastics,Silver
82222,Volodymyr Ivanovych Morozov,M,28.0,182.0,88.0,Soviet Union,URS,1968,Mexico City,Canoeing,Bronze
116574,Kati Susanna Sundqvist-Venlinen,F,30.0,164.0,58.0,Finland,FIN,2006,Torino,Cross Country Skiing,Silver
53214,Mette Jacobsen,F,31.0,172.0,61.0,Denmark,DEN,2004,Athina,Swimming,Silver
75089,Angela Daniela Marino,F,22.0,166.0,54.0,New Zealand,NZL,2008,Beijing,Basketball,Silver
82400,Fritz Moser,M,35.0,,,Austria,AUT,1936,Berlin,Rowing,Gold
61878,Paul Kipsiele Koech,M,22.0,170.0,60.0,Kenya,KEN,2004,Athina,Athletics,Silver
133564,Katsuhiro Yuzaki,M,20.0,170.0,64.0,Japan,JPN,1964,Tokyo,Hockey,Bronze
89938,Tomomi Otaka,F,29.0,162.0,56.0,Japan,JPN,2006,,Biathlon,Silver
102229,Angelo Romani,M,18.0,180.0,78.0,Italy,ITA,1952,Helsinki,Swimming,Silver
94691,Vicente Piera Paella,M,20.0,,,Spain,ESP,1924,Paris,Football,Silver
36899,Hugues Frayer,M,29.0,,,France,FRA,1952,Helsinki,Athletics,Gold
18826,Vra slavsk (-Odloilov),F,26.0,160.0,58.0,Czechoslovakia,TCH,1968,Mexico City,Gymnastics,Bronze
104506,Koki Sakamoto,M,21.0,163.0,56.0,Japan,JPN,2008,Beijing,Gymnastics,Silver
73832,Heikki Kalervo Mkel,M,30.0,179.0,80.5,Finland,FIN,1976,Montreal,Canoeing,Bronze
33053,"Christine Errath (-Trettin, -Stber)",F,19.0,158.0,50.0,East Germany,GDR,1976,Innsbruck,Figure Skating,Gold
49622,Juan Holz,M,20.0,181.0,78.0,Chile,CHI,1964,Innsbruck,Alpine Skiing,Bronze
53706,Lrinc (Lorenz von) Jankovich,M,28.0,,,Hungary,HUN,1936,Berlin,Equestrianism,Gold
26430,Jean Marie Pierre Xavier de Mas Latrie,M,32.0,,,France,FRA,1912,Stockholm,Modern Pentathlon,Silver
58702,Eizo Kenmotsu,M,20.0,161.0,57.0,Japan,JPN,1968,Mexico City,Gymnastics,Gold
96371,Christian Poser,M,27.0,186.0,90.0,Germany-3,GER,2014,,Bobsleigh,Gold
14433,Maria Grazia Bozzo,F,16.0,,,Italy,ITA,1952,Helsinki,Gymnastics,Gold
56925,Jenny Margareta Kallur,F,23.0,170.0,62.0,Sweden,SWE,2004,Athina,Athletics,Bronze
69400,Jiao Li,F,35.0,167.0,60.0,Netherlands,NED,2008,Beijing,Table Tennis,Silver
668,Gemma Acheampong,F,23.0,163.0,54.0,Ghana,GHA,2016,Rio de Janeiro,Athletics,Gold
87707,Motoko Obayashi,F,29.0,182.0,67.0,Japan,JPN,1996,Atlanta,Volleyball,Bronze
110660,Diego Pablo Simeone,M,26.0,178.0,70.0,Argentina,ARG,1996,Atlanta,Football,Bronze
36642,Aleix Franch Alfos,M,25.0,,,Spain,ESP,1992,Barcelona,Handball,Silver
99113,Jnos Rtkai,M,21.0,177.0,78.0,Hungary,HUN,1972,Munich,Canoeing,Silver
98946,Toivo Into Johannes Rsnen,M,27.0,172.0,57.0,Finland,FIN,1952,Helsinki,Rowing,Gold
26880,Rajmond Debevec,M,49.0,182.0,72.0,Slovenia,SLO,2012,London,Shooting,Silver
16391,Bert Bullock,M,20.0,,,Canada,CAN,1976,Innsbruck,Cross Country Skiing,Silver
25522,Georges Jean Daussy,M,22.0,,,France,FRA,1900,Paris,Fencing,Gold
132365,Hiroko Yamashita,F,21.0,161.0,53.0,Japan,JPN,1972,,Athletics,Bronze
131990,Didier Xhaet,M,20.0,,,Belgium,BEL,1976,Innsbruck,Alpine Skiing,Silver
22716,Sheila Leilehua Conover (-Doyle),F,25.0,175.0,68.0,United States,USA,1988,Seoul,Canoeing,Bronze
15284,Birger Brodtkorb,M,20.0,175.0,73.0,Norway,NOR,1912,Stockholm,Athletics,Bronze
55788,Arnold Jonke,M,29.0,198.0,93.0,Austria,AUT,1992,Barcelona,Rowing,Silver
97048,Dorothy Prior (-Schute),F,,,,Canada,CAN,1928,Amsterdam,Swimming,Gold
41745,Valery Pavlovich Gopin,M,32.0,186.0,87.0,Russia,RUS,1996,Atlanta,Handball,Bronze
109152,Aminath Shajan,F,22.0,157.0,50.0,Maldives,MDV,2016,Rio de Janeiro,Swimming,Gold
28538,Karsten Dilla,M,27.0,188.0,82.0,Germany,GER,2016,Rio de Janeiro,Athletics,Bronze
13869,Stphane Botteri,M,32.0,176.0,72.0,France,FRA,1994,Lillehammer,Ice Hockey,Bronze
83126,Monika Mller,F,21.0,173.0,58.0,Germany,GER,1992,Barcelona,Synchronized Swimming,Bronze
65965,Lai Chu-Long,M,22.0,167.0,58.0,Chinese Taipei,TPE,1964,Tokyo,Gymnastics,Silver
14021,Walid Boulahya,M,20.0,196.0,88.0,Tunisia,TUN,1984,Los Angeles,Volleyball,Gold
133017,Petri Ylnen,M,31.0,190.0,90.0,France,FRA,1994,,Ice Hockey,Gold
109100,Emad El-Din Shafei,M,20.0,,,Egypt,EGY,1952,Helsinki,Athletics,Gold
